-1;5.695888205536903E-12
-0.999;5.816902515221045E-12
-0.998;5.938360914115037E-12
-0.997;6.0598193130090294E-12
-0.996;6.1808336226931715E-12
-0.995;6.302292021587164E-12
-0.994;6.423306331271306E-12
-0.993;6.544764730165298E-12
-0.992;6.66577903984944E-12
-0.991;6.787015394138507E-12
-0.99;6.907807659217724E-12
-0.989;7.028821968901866E-12
-0.988;7.149836278586008E-12
-0.987;7.270628543665225E-12
-0.986;7.391642853349367E-12
-0.985;7.51221307382366E-12
-0.984;7.632783294297951E-12
-0.983;7.753353514772243E-12
-0.982;7.873923735246535E-12
-0.981;7.994271911115902E-12
-0.98;8.114620086985269E-12
-0.979;8.234746218249711E-12
-0.978;8.355094394119078E-12
-0.977;8.47477643617367E-12
-0.976;8.594902567438112E-12
-0.975;8.714584609492704E-12
-0.974;8.834266651547296E-12
-0.973;8.953948693601887E-12
-0.972;9.07318664644663E-12
-0.971;9.192424599291371E-12
-0.97;9.311662552136113E-12
-0.969;9.430900504980855E-12
-0.968;9.549694368615746E-12
-0.967;9.668488232250638E-12
-0.966;9.78683800667568E-12
-0.965;9.905409825705647E-12
-0.964;1.0023759600130688E-11
-0.963;1.014166528534588E-11
-0.962;1.0259793015165997E-11
-0.961;1.0377698700381188E-11
-0.96;1.049516029638653E-11
-0.959;1.0612621892391871E-11
-0.958;1.0729861443792288E-11
-0.957;1.0847100995192704E-11
-0.956;1.0963674412778346E-11
-0.955;1.1080469874968912E-11
-0.954;1.1197043292554554E-11
-0.953;1.131339466553527E-11
-0.952;1.1429523993911062E-11
-0.951;1.1545431277681928E-11
-0.95;1.166111651684787E-11
-0.949;1.1776579711408885E-11
-0.948;1.1892042905969902E-11
-0.947;1.2007062011321068E-11
-0.946;1.2121859072067309E-11
-0.945;1.223665613281355E-11
-0.944;1.2350787059745016E-11
-0.943;1.2465140031281408E-11
-0.942;1.2579048913607949E-11
-0.941;1.2692735751329565E-11
-0.94;1.2806200544446256E-11
-0.939;1.2919221248353097E-11
-0.938;1.3032241952259938E-11
-0.9369999999999999;1.3145040611561853E-11
-0.9359999999999999;1.325739518165392E-11
-0.9349999999999999;1.336952770714106E-11
-0.9339999999999999;1.3481660232628201E-11
-0.9329999999999999;1.3593348668905492E-11
-0.9319999999999999;1.3704593015972932E-11
-0.9309999999999999;1.3815837363040373E-11
-0.9299999999999999;1.3926859665502889E-11
-0.9289999999999999;1.4037437878755554E-11
-0.9279999999999999;1.414757200279837E-11
-0.9269999999999999;1.425748408223626E-11
-0.9259999999999999;1.436739616167415E-11
-0.9249999999999999;1.4477086196507116E-11
-0.9239999999999999;1.4586110097525307E-11
-0.9229999999999999;1.4695133998543497E-11
-0.9219999999999999;1.4803713810351837E-11
-0.9209999999999999;1.4911849532950328E-11
-0.9199999999999999;1.5019763210943893E-11
-0.9189999999999999;1.5127454844332533E-11
-0.9179999999999999;1.5234924433116248E-11
-0.9169999999999999;1.5341949932690113E-11
-0.9159999999999999;1.5448753387659053E-11
-0.9149999999999999;1.5555112753418143E-11
-0.9139999999999999;1.5661028029967383E-11
-0.9129999999999999;1.5766943306516623E-11
-0.9119999999999999;1.5872414493856013E-11
-0.9109999999999999;1.5977441591985553E-11
-0.9099999999999999;1.6082468690115093E-11
-0.9089999999999999;1.6186829654429857E-11
-0.9079999999999999;1.6290968574139697E-11
-0.9069999999999999;1.6394885449244612E-11
-0.9059999999999999;1.6498358235139676E-11
-0.9049999999999999;1.660138693182489E-11
-0.9039999999999999;1.670419358390518E-11
-0.9029999999999999;1.6806334102170695E-11
-0.9019999999999999;1.690847462043621E-11
-0.9009999999999999;1.70103930940968E-11
-0.8999999999999999;1.7111645433942613E-11
-0.8989999999999999;1.7212453684578577E-11
-0.8979999999999999;1.7313039890609616E-11
-0.8969999999999999;1.741340405203573E-11
-0.8959999999999999;1.751354616885692E-11
-0.8949999999999999;1.7613022151863333E-11
-0.8939999999999999;1.7712054045659897E-11
-0.8929999999999999;1.781064185024661E-11
-0.8919999999999999;1.79090076102284E-11
-0.8909999999999999;1.8007151325605264E-11
-0.8899999999999999;1.8104850951772278E-11
-0.8889999999999999;1.820210648872944E-11
-0.8879999999999999;1.8298917936476755E-11
-0.8869999999999999;1.8395507339619144E-11
-0.8859999999999999;1.8491652653551682E-11
-0.8849999999999999;1.8587131833669446E-11
-0.8839999999999999;1.8682388969182284E-11
-0.8829999999999999;1.8777424060090198E-11
-0.8819999999999999;1.887201506178826E-11
-0.8809999999999999;1.8966161974276474E-11
-0.8799999999999999;1.9059642752949912E-11
-0.8789999999999999;1.9152901487018426E-11
-0.8779999999999999;1.924571613187709E-11
-0.8769999999999999;1.9338308732130827E-11
-0.8759999999999999;1.9430457243174715E-11
-0.8749999999999999;1.9521939620403828E-11
-0.8739999999999999;1.961297790842309E-11
-0.8729999999999999;1.9704016196442353E-11
-0.8719999999999999;1.979438835064684E-11
-0.8709999999999999;1.988431641564148E-11
-0.8699999999999999;1.9973800391426266E-11
-0.8689999999999999;2.0062840278001204E-11
-0.8679999999999999;2.015143607536629E-11
-0.8669999999999999;2.0239809828126454E-11
-0.8659999999999999;2.032751744707184E-11
-0.8649999999999999;2.0415003021412303E-11
-0.8639999999999999;2.050182246193799E-11
-0.8629999999999999;2.0588419857858753E-11
-0.8619999999999999;2.067435111996474E-11
-0.8609999999999999;2.0759838292860877E-11
-0.8599999999999999;2.084510342115209E-11
-0.8589999999999999;2.0929702415628526E-11
-0.8579999999999999;2.1014079365500038E-11
-0.8569999999999999;2.1097790181556775E-11
-0.8559999999999999;2.118105690840366E-11
-0.8549999999999999;2.1263879546040698E-11
-0.8539999999999999;2.134648013907281E-11
-0.8529999999999999;2.142819255368522E-11
-0.8519999999999999;2.1509904968297633E-11
-0.8509999999999999;2.159095124909527E-11
-0.8499999999999999;2.167133139607813E-11
-0.8489999999999999;2.1751711543060992E-11
-0.8479999999999999;2.1831203511624153E-11
-0.8469999999999999;2.1910251390977464E-11
-0.8459999999999999;2.198907722572585E-11
-0.8449999999999999;2.206723692665946E-11
-0.8439999999999999;2.2144952538383222E-11
-0.8429999999999999;2.2222224060897133E-11
-0.8419999999999999;2.2299051494201194E-11
-0.8409999999999999;2.2375434838295405E-11
-0.8399999999999999;2.2451374093179766E-11
-0.8389999999999999;2.2526425169644426E-11
-0.8379999999999999;2.2601476246109087E-11
-0.8369999999999999;2.2675861188758972E-11
-0.8359999999999999;2.2749579997594083E-11
-0.8349999999999999;2.2823076761824268E-11
-0.8339999999999999;2.2895907392239678E-11
-0.8329999999999999;2.296829393344524E-11
-0.8319999999999999;2.304023638544095E-11
-0.8309999999999998;2.311173474822681E-11
-0.8299999999999998;2.3182566977197894E-11
-0.8289999999999998;2.3253177161564054E-11
-0.8279999999999998;2.3322899167510514E-11
-0.8269999999999998;2.3392399128852048E-11
-0.8259999999999998;2.3461010911773883E-11
-0.8249999999999998;2.3529622694695718E-11
-0.8239999999999998;2.3597568343802777E-11
-0.8229999999999998;2.3664847859095062E-11
-0.8219999999999998;2.373190532978242E-11
-0.8209999999999998;2.379807462205008E-11
-0.8199999999999998;2.3864021869712815E-11
-0.8189999999999998;2.3929302983560774E-11
-0.8179999999999998;2.3994140008198883E-11
-0.8169999999999998;2.4058532943627142E-11
-0.8159999999999998;2.4122259745240626E-11
-0.8149999999999998;2.418554245764426E-11
-0.8139999999999998;2.4248381080838044E-11
-0.8129999999999998;2.4310553570217053E-11
-0.8119999999999998;2.437228197038621E-11
-0.8109999999999998;2.443356628134552E-11
-0.8099999999999998;2.4494184458490054E-11
-0.8089999999999998;2.4554136501819812E-11
-0.8079999999999998;2.4613866500544646E-11
-0.8069999999999998;2.4672930365454704E-11
-0.8059999999999998;2.4731550141154912E-11
-0.8049999999999998;2.478972582764527E-11
-0.8039999999999998;2.4847235380320853E-11
-0.8029999999999998;2.490407879918166E-11
-0.8019999999999998;2.4960256084227694E-11
-0.8009999999999998;2.5016433369273727E-11
-0.7999999999999998;2.507172247590006E-11
-0.7989999999999998;2.5126567493316543E-11
-0.7979999999999998;2.5180968421523175E-11
